City Name,Type,Package,Variety,Sub Variety,Grade,Date,Low Price,High Price,Mostly Low,Mostly High,Origin,Origin District,Item Size,Color,Environment,Unit of Sale,Quality,Condition,Appearance,Storage,Crop,Repack,Trans Mode,,
BALTIMORE,,24 inch bins,,,,4/29/17,270,280,270,280,MARYLAND,,lge,,,,,,,,,E,,,
BALTIMORE,,24 inch bins,,,,5/6/17,270,280,270,280,MARYLAND,,lge,,,,,,,,,E,,,
BALTIMORE,,24 inch bins,HOWDEN TYPE,,,9/24/16,160,160,160,160,DELAWARE,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,24 inch bins,HOWDEN TYPE,,,9/24/16,160,160,160,160,VIRGINIA,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,24 inch bins,HOWDEN TYPE,,,11/5/16,90,100,90,100,MARYLAND,,lge,ORANGE,,,,,,,,N,,,
BALTIMORE,,24 inch bins,HOWDEN TYPE,,,11/12/16,90,100,90,100,MARYLAND,,lge,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,9/24/16,160,170,160,170,MARYLAND,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,9/24/16,160,160,160,160,PENNSYLVANIA,,lge,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,10/1/16,160,170,160,170,MARYLAND,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,10/1/16,160,160,160,160,PENNSYLVANIA,,lge,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,10/8/16,160,170,160,170,MARYLAND,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,10/8/16,160,160,160,160,PENNSYLVANIA,,lge,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,10/15/16,150,160,150,160,MARYLAND,,lge,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,10/15/16,150,170,150,170,MARYLAND,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,10/22/16,150,160,150,160,MARYLAND,,lge,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,10/22/16,140,160,140,160,MARYLAND,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,10/29/16,100,160,100,160,MARYLAND,,lge,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,10/29/16,130,160,130,160,MARYLAND,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,10/29/16,130,130,130,130,MARYLAND,,sml,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,11/5/16,120,130,120,130,MARYLAND,,xlge,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,11/5/16,100,130,100,130,MARYLAND,,lge,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,11/5/16,90,100,90,100,MARYLAND,,med,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,11/12/16,100,120,100,100,MARYLAND,,lge,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,9/16/17,160,160,160,160,MARYLAND,,med-lge,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,9/23/17,160,160,160,160,MARYLAND,,med-lge,ORANGE,,,,,,,,N,,,
BALTIMORE,,36 inch bins,HOWDEN TYPE,,,9/30/17,150,160,150,160,MARYLAND,,lge,ORANGE,,,,,,,,N,,,
