date,co2
19580329,316.1
19580405,317.3
19580412,317.6
19580419,317.5
19580426,316.4
19580503,316.9
19580510,
19580517,317.5
19580524,317.9
19580531,
19580607,
19580614,
19580621,
19580628,
19580705,315.8
19580712,315.8
19580719,315.4
19580726,315.5
19580802,315.6
19580809,315.1
19580816,315.0
19580823,
19580830,314.1
19580906,313.5
19580913,
19580920,
19580927,
19581004,
19581011,
19581018,
19581025,
19581101,
19581108,313.0
19581115,313.2
19581122,313.5
19581129,314.0
19581206,314.5
19581213,314.4
19581220,314.7
19581227,315.2
19590103,315.2
19590110,315.5
19590117,315.6
19590124,315.8
19590131,315.4
19590207,
19590214,316.9
19590221,316.6
19590228,316.6
19590307,316.8
19590314,
19590321,316.7
19590328,316.7
19590404,317.7
19590411,317.1
19590418,317.6
19590425,318.3
19590502,318.2
19590509,318.7
19590516,318.0
19590523,318.4
19590530,
19590606,318.5
19590613,318.1
19590620,317.8
19590627,317.7
19590704,316.8
19590711,316.8
19590718,316.4
19590725,316.1
19590801,315.6
19590808,314.9
19590815,
19590822,315.0
19590829,314.1
19590905,314.4
19590912,313.9
19590919,313.5
19590926,313.5
19591003,313.0
19591010,313.1
19591017,313.4
19591024,313.4
19591031,314.1
19591107,314.4
19591114,314.8
19591121,315.2
19591128,315.1
19591205,315.0
19591212,315.6
19591219,315.8
19591226,315.7
19600102,315.7
19600109,316.4
19600116,316.7
19600123,316.5
19600130,316.6
19600206,316.6
19600213,316.9
19600220,317.4
19600227,317.0
19600305,316.9
19600312,317.7
19600319,318.0
19600326,317.7
19600402,318.6
19600409,319.3
19600416,319.0
19600423,319.0
19600430,319.7
19600507,319.9
19600514,319.8
19600521,320.0
19600528,320.0
19600604,319.4
19600611,320.0
19600618,319.4
19600625,319.0
19600702,318.1
19600709,318.6
19600716,318.4
19600723,317.9
19600730,317.3
19600806,316.6
19600813,316.7
19600820,315.1
19600827,314.7
19600903,314.7
19600910,314.5
19600917,314.2
19600924,313.3
19601001,313.6
19601008,313.3
19601015,313.9
19601022,314.2
19601029,314.2
19601105,314.5
19601112,315.1
19601119,315.1
19601126,315.4
19601203,315.8
19601210,316.0
19601217,316.2
19601224,316.4
19601231,316.6
19610107,316.7
19610114,317.0
19610121,317.0
19610128,317.0
19610204,317.0
19610211,317.7
19610218,317.9
19610225,318.0
19610304,318.0
19610311,318.5
19610318,318.9
19610325,318.7
19610401,319.4
19610408,319.5
19610415,318.9
19610422,319.7
19610429,319.6
19610506,320.6
19610513,320.4
19610520,320.6
19610527,320.3
19610603,320.0
19610610,320.0
19610617,319.6
19610624,319.4
19610701,319.2
19610708,319.0
19610715,318.4
19610722,317.1
19610729,317.9
19610805,317.9
19610812,317.3
19610819,316.7
19610826,315.2
19610902,315.2
19610909,314.9
19610916,314.5
19610923,315.0
19610930,315.6
19611007,314.9
19611014,315.4
19611021,315.4
19611028,315.7
19611104,315.8
19611111,315.7
19611118,316.2
19611125,316.5
19611202,316.5
19611209,317.0
19611216,316.9
19611223,317.1
19611230,317.4
19620106,317.9
19620113,318.1
19620120,318.0
19620127,317.7
19620203,318.0
19620210,318.3
19620217,318.9
19620224,319.3
19620303,319.2
19620310,319.4
19620317,319.9
19620324,319.7
19620331,320.2
19620407,320.2
19620414,321.0
19620421,320.7
19620428,320.3
19620505,320.8
19620512,320.7
19620519,321.0
19620526,321.1
19620602,320.9
19620609,320.8
19620616,320.5
19620623,320.1
19620630,320.2
19620707,320.1
19620714,319.9
19620721,319.0
19620728,318.7
19620804,318.6
19620811,317.2
19620818,317.4
19620825,
19620901,
19620908,
19620915,316.6
19620922,315.7
19620929,315.9
19621006,315.1
19621013,315.4
19621020,315.7
19621027,315.7
19621103,315.9
19621110,316.4
19621117,316.9
19621124,317.0
19621201,317.1
19621208,317.3
19621215,317.6
19621222,318.1
19621229,
19630105,318.5
19630112,318.7
19630119,318.9
19630126,318.8
19630202,318.7
19630209,318.9
19630216,
19630223,319.3
19630302,319.3
19630309,319.7
19630316,319.8
19630323,320.3
19630330,320.2
19630406,320.3
19630413,320.9
19630420,322.0
19630427,321.9
19630504,
19630511,321.9
19630518,322.2
19630525,322.2
19630601,322.3
19630608,322.0
19630615,321.8
19630622,320.8
19630629,320.4
19630706,320.1
19630713,319.8
19630720,319.5
19630727,319.0
19630803,318.6
19630810,318.2
19630817,317.7
19630824,317.1
19630831,316.4
19630907,316.8
19630914,315.9
19630921,316.0
19630928,315.9
19631005,316.2
19631012,315.6
19631019,316.1
19631026,316.3
19631102,316.6
19631109,316.8
19631116,317.1
19631123,
19631130,317.5
19631207,318.0
19631214,318.2
19631221,318.5
19631228,318.7
19640104,319.0
19640111,319.4
19640118,319.8
19640125,
19640201,
19640208,
19640215,
19640222,
19640229,
19640307,
19640314,
19640321,
19640328,
19640404,
19640411,
19640418,
19640425,
19640502,
19640509,
19640516,
19640523,
19640530,322.0
19640606,322.0
19640613,
19640620,
19640627,321.5
19640704,321.1
19640711,319.9
19640718,320.2
19640725,320.0
19640801,319.1
19640808,
19640815,318.6
19640822,318.2
19640829,318.1
19640905,317.4
19640912,316.5
19640919,315.5
19640926,317.0
19641003,316.9
19641010,316.5
19641017,316.8
19641024,317.0
19641031,317.6
19641107,317.7
19641114,317.6
19641121,317.5
19641128,318.1
19641205,318.4
19641212,318.5
19641219,318.9
19641226,318.9
19650102,319.0
19650109,319.1
19650116,319.1
19650123,319.7
19650130,320.1
19650206,320.2
19650213,320.1
19650220,320.7
19650227,320.8
19650306,321.0
19650313,320.9
19650320,320.4
19650327,321.4
19650403,321.9
19650410,322.2
19650417,322.1
19650424,321.8
19650501,322.4
19650508,322.2
19650515,321.9
19650522,321.6
19650529,322.2
19650605,321.8
19650612,321.7
19650619,321.7
19650626,321.9
19650703,321.9
19650710,321.8
19650717,321.7
19650724,320.4
19650731,319.4
19650807,319.4
19650814,318.0
19650821,318.8
19650828,318.7
19650904,318.3
19650911,318.0
19650918,318.2
19650925,316.8
19651002,316.6
19651009,317.2
19651016,317.8
19651023,317.5
19651030,317.6
19651106,318.3
19651113,319.2
19651120,318.9
19651127,319.1
19651204,319.0
19651211,319.3
19651218,319.3
19651225,319.7
19660101,319.6
19660108,320.4
19660115,320.6
19660122,321.0
19660129,321.1
19660205,321.2
19660212,321.7
19660219,321.6
19660226,321.8
19660305,322.1
19660312,322.1
19660319,322.5
19660326,322.8
19660402,323.5
19660409,323.6
19660416,323.8
19660423,323.9
19660430,323.5
19660507,324.0
19660514,324.1
19660521,323.7
19660528,324.3
19660604,324.0
19660611,323.8
19660618,323.7
19660625,323.3
19660702,322.8
19660709,322.9
19660716,
19660723,
19660730,
19660806,321.3
19660813,320.8
19660820,319.1
19660827,319.6
19660903,319.9
19660910,318.2
19660917,318.4
19660924,318.3
19661001,317.9
19661008,317.9
19661015,318.2
19661022,318.6
19661029,318.3
19661105,
19661112,319.5
19661119,320.0
19661126,320.2
19661203,320.8
19661210,320.8
19661217,321.1
19661224,321.3
19661231,321.3
19670107,321.9
19670114,322.9
19670121,
19670128,
19670204,322.1
19670211,322.2
19670218,322.8
19670225,322.6
19670304,322.9
19670311,322.6
19670318,323.3
19670325,323.2
19670401,323.1
19670408,324.2
19670415,324.4
19670422,324.6
19670429,325.1
19670506,325.2
19670513,324.7
19670520,325.0
19670527,324.9
19670603,324.9
19670610,324.6
19670617,323.3
19670624,323.5
19670701,322.8
19670708,322.8
19670715,322.4
19670722,322.4
19670729,322.0
19670805,321.6
19670812,321.4
19670819,320.4
19670826,320.0
19670902,320.0
19670909,319.4
19670916,319.3
19670923,319.0
19670930,318.8
19671007,318.8
19671014,319.8
19671021,319.4
19671028,319.8
19671104,320.0
19671111,320.3
19671118,320.9
19671125,321.5
19671202,321.4
19671209,321.8
19671216,322.2
19671223,321.9
19671230,322.3
19680106,322.4
19680113,322.5
19680120,322.5
19680127,322.8
19680203,322.6
19680210,323.1
19680217,323.4
19680224,323.1
19680302,323.1
19680309,323.8
19680316,323.8
19680323,324.2
19680330,324.7
19680406,324.7
19680413,325.0
19680420,324.8
19680427,325.4
19680504,325.6
19680511,325.0
19680518,325.5
19680525,325.8
19680601,325.6
19680608,325.7
19680615,325.5
19680622,324.9
19680629,324.6
19680706,324.7
19680713,324.1
19680720,323.9
19680727,323.4
19680803,322.4
19680810,322.2
19680817,322.0
19680824,321.7
19680831,321.4
19680907,320.4
19680914,321.1
19680921,319.7
19680928,319.8
19681005,320.5
19681012,320.5
19681019,320.2
19681026,319.9
19681102,320.7
19681109,320.8
19681116,321.4
19681123,321.7
19681130,322.0
19681207,322.4
19681214,322.9
19681221,323.3
19681228,323.1
19690104,323.3
19690111,324.0
19690118,324.3
19690125,324.1
19690201,324.1
19690208,323.9
19690215,324.3
19690222,324.8
19690301,325.1
19690308,325.5
19690315,325.7
19690322,325.9
19690329,325.8
19690405,326.2
19690412,327.1
19690419,326.5
19690426,326.5
19690503,327.5
19690510,327.8
19690517,326.8
19690524,326.9
19690531,327.4
19690607,326.5
19690614,326.7
19690621,326.7
19690628,326.3
19690705,326.1
19690712,326.0
19690719,325.7
19690726,325.4
19690802,324.5
19690809,324.5
19690816,323.1
19690823,322.5
19690830,323.1
19690906,322.2
19690913,322.7
19690920,322.8
19690927,321.9
19691004,321.5
19691011,321.8
19691018,322.0
19691025,321.9
19691101,322.2
19691108,322.6
19691115,322.7
19691122,323.1
19691129,323.5
19691206,323.9
19691213,323.9
19691220,324.2
19691227,324.5
19700103,324.7
19700110,325.4
19700117,325.0
19700124,324.8
19700131,325.5
19700207,325.7
19700214,326.0
19700221,326.3
19700228,326.1
19700307,326.8
19700314,326.8
19700321,327.5
19700328,326.9
19700404,328.2
19700411,327.8
19700418,327.8
19700425,328.5
19700502,327.9
19700509,327.5
19700516,328.0
19700523,328.3
19700530,327.9
19700606,327.5
19700613,327.8
19700620,327.7
19700627,327.2
19700704,327.2
19700711,326.2
19700718,326.2
19700725,325.6
19700801,325.2
19700808,325.2
19700815,324.8
19700822,324.8
19700829,323.3
19700905,322.9
19700912,323.5
19700919,323.1
19700926,323.1
19701003,323.2
19701010,323.5
19701017,322.9
19701024,323.0
19701031,323.1
19701107,323.6
19701114,323.7
19701121,324.2
19701128,324.7
19701205,324.7
19701212,325.0
19701219,325.2
19701226,325.5
19710102,325.7
19710109,325.8
19710116,325.9
19710123,326.7
19710130,326.6
19710206,326.5
19710213,326.4
19710220,326.7
19710227,327.0
19710306,327.1
19710313,327.3
19710320,327.0
19710327,327.4
19710403,327.4
19710410,327.1
19710417,327.7
19710424,328.5
19710501,328.2
19710508,329.0
19710515,329.2
19710522,328.9
19710529,328.8
19710605,328.5
19710612,328.8
19710619,328.1
19710626,328.5
19710703,327.9
19710710,327.8
19710717,327.5
19710724,326.2
19710731,326.7
19710807,326.1
19710814,325.6
19710821,325.3
19710828,324.0
19710904,323.6
19710911,323.5
19710918,323.2
19710925,323.3
19711002,323.3
19711009,322.9
19711016,323.5
19711023,323.6
19711030,324.4
19711106,324.3
19711113,324.5
19711120,325.0
19711127,325.5
19711204,325.3
19711211,325.9
19711218,326.2
19711225,326.3
19720101,326.6
19720108,326.6
19720115,326.6
19720122,326.6
19720129,327.2
19720205,327.4
19720212,327.9
19720219,327.8
19720226,327.4
19720304,327.5
19720311,327.1
19720318,327.7
19720325,328.6
19720401,328.9
19720408,329.4
19720415,329.8
19720422,330.1
19720429,330.0
19720506,330.0
19720513,329.7
19720520,330.1
19720527,330.2
19720603,329.7
19720610,329.1
19720617,329.0
19720624,328.5
19720701,328.6
19720708,328.3
19720715,327.7
19720722,328.1
19720729,327.5
19720805,326.9
19720812,326.6
19720819,326.5
19720826,325.0
19720902,325.4
19720909,325.7
19720916,324.8
19720923,324.2
19720930,324.2
19721007,324.8
19721014,325.5
19721021,325.1
19721028,325.8
19721104,326.3
19721111,326.1
19721118,326.4
19721125,326.9
19721202,326.9
19721209,327.1
19721216,327.6
19721223,327.9
19721230,328.2
19730106,328.4
19730113,328.4
19730120,328.6
19730127,328.8
19730203,329.1
19730210,329.5
19730217,329.6
19730224,329.7
19730303,329.9
19730310,330.1
19730317,330.5
19730324,330.8
19730331,330.6
19730407,331.2
19730414,331.1
19730421,331.9
19730428,332.1
19730505,332.2
19730512,332.3
19730519,332.6
19730526,332.5
19730602,332.2
19730609,332.5
19730616,332.0
19730623,331.6
19730630,331.4
19730707,331.5
19730714,331.0
19730721,330.0
19730728,330.1
19730804,330.0
19730811,329.5
19730818,329.3
19730825,328.5
19730901,328.4
19730908,327.6
19730915,327.8
19730922,327.1
19730929,326.6
19731006,327.0
19731013,327.4
19731020,327.4
19731027,327.1
19731103,327.5
19731110,328.0
19731117,328.2
19731124,328.5
19731201,329.0
19731208,328.7
19731215,328.6
19731222,328.2
19731229,328.7
19740105,328.9
19740112,329.2
19740119,329.4
19740126,329.8
19740202,330.5
19740209,330.8
19740216,330.6
19740223,330.6
19740302,330.7
19740309,331.2
19740316,332.1
19740323,332.0
19740330,331.5
19740406,332.4
19740413,332.1
19740420,332.9
19740427,333.1
19740504,332.9
19740511,333.0
19740518,333.2
19740525,332.8
19740601,332.9
19740608,332.0
19740615,332.0
19740622,332.2
19740629,331.7
19740706,331.7
19740713,331.2
19740720,330.4
19740727,331.0
19740803,330.0
19740810,329.9
19740817,329.2
19740824,328.9
19740831,328.1
19740907,328.0
19740914,327.3
19740921,326.9
19740928,327.3
19741005,327.3
19741012,327.0
19741019,327.5
19741026,327.7
19741102,327.9
19741109,328.0
19741116,328.8
19741123,328.6
19741130,328.7
19741207,329.5
19741214,329.7
19741221,329.8
19741228,329.7
19750104,329.9
19750111,329.8
19750118,330.2
19750125,331.1
19750201,331.1
19750208,331.4
19750215,331.0
19750222,331.7
19750301,331.8
19750308,331.6
19750315,331.9
19750322,332.2
19750329,332.5
19750405,333.0
19750412,333.5
19750419,333.5
19750426,333.1
19750503,333.9
19750510,333.9
19750517,333.7
19750524,333.7
19750531,334.1
19750607,333.8
19750614,333.3
19750621,333.4
19750628,333.1
19750705,332.7
19750712,332.0
19750719,331.0
19750726,331.5
19750802,330.8
19750809,330.7
19750816,330.3
19750823,329.3
19750830,328.8
19750906,329.4
19750913,328.5
19750920,328.0
19750927,328.2
19751004,328.0
19751011,328.0
19751018,328.5
19751025,328.8
19751101,329.3
19751108,329.2
19751115,329.1
19751122,329.5
19751129,330.1
19751206,330.3
19751213,330.5
19751220,331.1
19751227,331.2
19760103,331.5
19760110,331.5
19760117,331.7
19760124,331.8
19760131,332.2
19760207,332.1
19760214,332.5
19760221,333.2
19760228,332.4
19760306,332.8
19760313,333.6
19760320,333.1
19760327,334.3
19760403,334.7
19760410,334.2
19760417,334.4
19760424,334.5
19760501,334.7
19760508,334.3
19760515,334.6
19760522,335.4
19760529,334.8
19760605,334.3
19760612,334.6
19760619,334.3
19760626,
19760703,333.6
19760710,333.4
19760717,332.8
19760724,332.4
19760731,332.1
19760807,331.7
19760814,330.6
19760821,330.6
19760828,330.0
19760904,329.7
19760911,330.0
19760918,329.3
19760925,328.4
19761002,328.8
19761009,329.0
19761016,329.6
19761023,329.1
19761030,329.0
19761106,329.8
19761113,330.4
19761120,330.5
19761127,330.7
19761204,331.1
19761211,331.3
19761218,331.9
19761225,332.2
19770101,332.5
19770108,332.4
19770115,333.1
19770122,333.2
19770129,333.2
19770205,333.4
19770212,333.3
19770219,333.4
19770226,333.6
19770305,334.1
19770312,334.6
19770319,335.1
19770326,335.0
19770402,335.5
19770409,335.9
19770416,336.0
19770423,336.1
19770430,336.7
19770507,336.8
19770514,336.4
19770521,336.8
19770528,336.7
19770604,336.4
19770611,336.3
19770618,336.1
19770625,336.0
19770702,335.5
19770709,335.1
19770716,335.1
19770723,334.6
19770730,333.7
19770806,333.0
19770813,332.9
19770820,332.8
19770827,332.8
19770903,332.1
19770910,331.2
19770917,332.1
19770924,330.9
19771001,330.4
19771008,330.9
19771015,331.5
19771022,331.5
19771029,331.7
19771105,332.1
19771112,332.0
19771119,332.5
19771126,332.8
19771203,333.2
19771210,333.5
19771217,333.8
19771224,334.2
19771231,334.6
19780107,334.2
19780114,334.6
19780121,335.4
19780128,335.9
19780204,335.0
19780211,335.1
19780218,335.6
19780225,335.7
19780304,336.2
19780311,336.1
19780318,336.8
19780325,337.3
19780401,337.0
19780408,337.9
19780415,337.9
19780422,337.4
19780429,338.0
19780506,338.0
19780513,338.1
19780520,337.8
19780527,337.9
19780603,338.4
19780610,338.2
19780617,337.8
19780624,337.3
19780701,337.6
19780708,336.7
19780715,336.7
19780722,335.9
19780729,335.6
19780805,335.1
19780812,334.8
19780819,334.4
19780826,334.3
19780902,333.8
19780909,332.8
19780916,332.1
19780923,332.3
19780930,332.7
19781007,332.1
19781014,332.4
19781021,333.0
19781028,333.1
19781104,333.5
19781111,333.8
19781118,333.8
19781125,334.2
19781202,334.5
19781209,334.8
19781216,335.1
19781223,335.1
19781230,335.3
19790106,335.3
19790113,335.9
19790120,336.8
19790127,336.9
19790203,336.9
19790210,336.5
19790217,336.7
19790224,336.7
19790303,337.1
19790310,337.7
19790317,337.4
19790324,339.0
19790331,338.8
19790407,338.1
19790414,338.6
19790421,339.2
19790428,339.6
19790505,339.3
19790512,338.8
19790519,339.8
19790526,339.6
19790602,339.9
19790609,339.5
19790616,338.9
19790623,338.9
19790630,339.0
19790707,338.2
19790714,337.8
19790721,337.3
19790728,336.8
19790804,337.0
19790811,336.5
19790818,336.1
19790825,334.5
19790901,334.4
19790908,334.0
19790915,334.2
19790922,333.2
19790929,334.1
19791006,334.1
19791013,333.9
19791020,333.7
19791027,334.1
19791103,334.7
19791110,334.8
19791117,335.5
19791124,335.6
19791201,335.9
19791208,336.5
19791215,336.7
19791222,336.8
19791229,337.4
19800105,337.6
19800112,337.4
19800119,338.3
19800126,338.4
19800202,338.0
19800209,338.1
19800216,338.6
19800223,338.2
19800301,339.3
19800308,339.5
19800315,340.0
19800322,340.5
19800329,341.0
19800405,340.4
19800412,340.9
19800419,340.7
19800426,341.0
19800503,341.5
19800510,341.3
19800517,341.3
19800524,340.9
19800531,341.7
19800607,341.3
19800614,341.3
19800621,340.8
19800628,340.4
19800705,340.4
19800712,339.7
19800719,338.5
19800726,338.9
19800802,337.9
19800809,337.7
19800816,337.7
19800823,337.7
19800830,337.0
19800906,336.6
19800913,335.7
19800920,335.2
19800927,336.0
19801004,335.8
19801011,335.8
19801018,336.1
19801025,336.4
19801101,336.6
19801108,336.9
19801115,337.1
19801122,337.3
19801129,337.4
19801206,337.7
19801213,338.1
19801220,338.3
19801227,338.7
19810103,338.9
19810110,339.1
19810117,339.3
19810124,339.3
19810131,339.5
19810207,340.5
19810214,340.0
19810221,340.2
19810228,341.1
19810307,340.7
19810314,341.0
19810321,341.8
19810328,342.1
19810404,342.4
19810411,342.4
19810418,342.7
19810425,342.3
19810502,342.9
19810509,343.0
19810516,342.8
19810523,342.7
19810530,342.7
19810606,342.6
19810613,342.5
19810620,341.8
19810627,341.6
19810704,341.0
19810711,340.8
19810718,339.7
19810725,340.2
19810801,339.5
19810808,338.9
19810815,338.4
19810822,337.5
19810829,337.7
19810905,337.2
19810912,337.0
19810919,336.7
19810926,335.9
19811003,336.3
19811010,336.6
19811017,337.1
19811024,337.2
19811031,337.5
19811107,337.8
19811114,338.1
19811121,338.5
19811128,339.3
19811205,339.2
19811212,339.4
19811219,339.6
19811226,340.2
19820102,340.2
19820109,340.3
19820116,340.7
19820123,341.1
19820130,341.2
19820206,341.9
19820213,341.1
19820220,341.1
19820227,342.1
19820306,342.6
19820313,342.6
19820320,342.7
19820327,342.8
19820403,342.9
19820410,343.3
19820417,343.5
19820424,344.2
19820501,343.8
19820508,343.6
19820515,344.2
19820522,344.1
19820529,344.1
19820605,343.4
19820612,343.5
19820619,343.4
19820626,342.9
19820703,342.5
19820710,342.0
19820717,342.0
19820724,341.8
19820731,341.3
19820807,340.5
19820814,340.0
19820821,339.7
19820828,338.3
19820904,338.8
19820911,338.6
19820918,337.8
19820925,336.9
19821002,337.3
19821009,338.0
19821016,337.6
19821023,337.9
19821030,338.7
19821106,338.4
19821113,339.2
19821120,339.7
19821127,339.8
19821204,339.8
19821211,340.4
19821218,340.7
19821225,340.8
19830101,340.9
19830108,341.4
19830115,341.5
19830122,341.2
19830129,341.7
19830205,342.0
19830212,342.7
19830219,342.5
19830226,342.8
19830305,342.3
19830312,342.5
19830319,344.0
19830326,343.8
19830402,344.0
19830409,344.8
19830416,345.0
19830423,345.3
19830430,345.4
19830507,345.4
19830514,345.7
19830521,345.8
19830528,345.7
19830604,345.6
19830611,345.6
19830618,345.0
19830625,344.9
19830702,344.7
19830709,344.5
19830716,343.7
19830723,343.6
19830730,342.6
19830806,343.0
19830813,341.7
19830820,342.1
19830827,341.8
19830903,339.9
19830910,339.9
19830917,339.8
19830924,339.9
19831001,339.8
19831008,339.7
19831015,340.1
19831022,340.2
19831029,340.3
19831105,340.8
19831112,341.0
19831119,341.1
19831126,341.7
19831203,341.8
19831210,342.8
19831217,343.3
19831224,343.6
19831231,343.4
19840107,343.7
19840114,343.4
19840121,343.5
19840128,344.1
19840204,344.3
19840211,344.5
19840218,344.3
19840225,344.6
19840303,344.8
19840310,344.9
19840317,345.4
19840324,345.6
19840331,
19840407,
19840414,
19840421,
19840428,347.4
19840505,347.4
19840512,347.7
19840519,347.3
19840526,347.0
19840602,347.0
19840609,347.0
19840616,346.8
19840623,346.3
19840630,346.2
19840707,345.8
19840714,345.4
19840721,345.2
19840728,344.4
19840804,344.0
19840811,344.1
19840818,343.1
19840825,342.0
19840901,341.6
19840908,340.6
19840915,341.3
19840922,341.3
19840929,340.8
19841006,341.1
19841013,341.3
19841020,341.9
19841027,341.6
19841103,342.0
19841110,342.6
19841117,343.1
19841124,343.7
19841201,343.6
19841208,343.9
19841215,344.2
19841222,344.5
19841229,344.5
19850105,344.7
19850112,345.0
19850119,345.0
19850126,345.0
19850202,345.9
19850209,345.5
19850216,345.8
19850223,346.3
19850302,346.7
19850309,347.1
19850316,347.5
19850323,347.7
19850330,348.2
19850406,348.0
19850413,348.0
19850420,348.5
19850427,348.8
19850504,348.8
19850511,349.3
19850518,349.1
19850525,348.1
19850601,349.0
19850608,348.4
19850615,348.2
19850622,347.9
19850629,347.4
19850706,346.9
19850713,346.8
19850720,346.4
19850727,345.7
19850803,
19850810,344.7
19850817,344.5
19850824,344.3
19850831,343.7
19850907,344.2
19850914,343.3
19850921,342.4
19850928,342.1
19851005,342.4
19851012,342.5
19851019,343.1
19851026,343.2
19851102,343.3
19851109,343.7
19851116,344.2
19851123,344.6
19851130,345.3
19851207,345.3
19851214,345.6
19851221,345.1
19851228,346.3
19860104,346.4
19860111,346.0
19860118,346.2
19860125,346.4
19860201,346.2
19860208,346.8
19860215,347.1
19860222,347.2
19860301,347.0
19860308,346.6
19860315,347.2
19860322,349.1
19860329,348.8
19860405,349.2
19860412,349.4
19860419,349.3
19860426,350.2
19860503,349.9
19860510,350.1
19860517,350.2
19860524,350.1
19860531,350.1
19860607,349.7
19860614,349.5
19860621,349.4
19860628,348.9
19860705,348.6
19860712,347.7
19860719,347.6
19860726,347.4
