"MATHTOT","PR50M","LOWINC","PERASIAN","PERBLACK","PERHISP","PERMINTE","AVYRSEXP","AVSALK","PERSPENK","PTRATIO","PCTAF","PCTCHRT","PCTYRRND","PERMINTE_AVYRSEXP","PERMINTE_AVSAL","AVYRSEXP_AVSAL","PERSPEN_PTRATIO","PERSPEN_PCTAF","PTRATIO_PCTAF","PERMINTE_AVYRSEXP_AVSAL","PERSPEN_PTRATIO_PCTAF"
807.000000,452.000000,34.397300,23.299300,14.235280,11.411120,15.918370,14.706460,59.15732,4.445207,21.710250,57.032760,0.000000,22.222220,234.102872,941.68811,869.9948,96.50656,253.52242,1238.1955,13848.8985,5504.0352
184.000000,144.000000,17.365070,29.328380,8.234897,9.314884,13.636360,16.083240,59.50397,5.267598,20.442780,64.622640,0.000000,0.000000,219.316851,811.41756,957.0166,107.68435,340.40609,1321.0664,13050.2233,6958.8468
571.000000,337.000000,32.643240,9.226386,42.406310,13.543720,28.834360,14.595590,60.56992,5.482922,18.954190,53.941910,0.000000,0.000000,420.854496,1746.49488,884.0537,103.92435,295.75929,1022.4252,25491.1232,5605.8777
573.000000,395.000000,11.909530,13.883090,3.796973,11.443110,11.111110,14.389390,58.33411,4.165093,21.635390,49.061030,0.000000,7.142857,159.882095,648.15671,839.3923,90.11341,204.34375,1061.4545,9326.5797,4421.0568
65.000000,8.000000,36.888890,12.187500,76.875000,7.604167,43.589740,13.905680,63.15364,4.324902,18.779840,52.380950,0.000000,0.000000,606.144976,2752.85075,878.1943,81.22097,226.54248,983.7059,38280.2616,4254.4314
2247.000000,1348.000000,20.931490,28.023510,4.643221,13.808160,15.378490,14.977550,66.97055,3.916104,24.519140,44.915780,0.000000,2.380952,230.332103,1029.90593,1003.0548,96.01950,175.89487,1101.2963,15425.4676,4312.7908
1364.000000,477.000000,53.268980,8.447858,19.374830,37.905330,25.525530,14.678290,57.62195,4.270903,22.212780,32.289160,0.000000,12.121210,374.671132,1470.83081,845.7917,94.86863,137.90387,717.2320,21589.2812,3063.2283
912.000000,565.000000,15.190090,3.665781,2.649680,13.092070,6.203008,13.661970,63.44740,4.309734,24.590260,30.452670,0.000000,0.000000,84.745309,393.56473,866.8165,105.97748,131.24291,748.8391,5376.8695,3227.2972
525.000000,205.000000,28.215820,10.430420,6.786374,32.334300,13.461540,16.417600,57.84564,4.527603,21.741380,22.645740,0.000000,0.000000,221.006179,778.69140,949.6866,98.43634,102.53092,492.3496,12784.2439,2229.1637
1067.000000,469.000000,32.778970,17.178310,12.484930,28.323290,27.259890,12.518640,57.80141,4.648917,20.260100,26.070990,0.000000,0.000000,341.256749,1575.66008,723.5950,94.18752,121.20187,528.2009,19725.1213,2455.5620
3016.000000,784.000000,59.972930,17.517360,50.940930,23.101340,52.343440,16.932830,57.43444,4.693069,21.314890,19.532160,3.296703,13.186810,886.322571,3006.31616,972.5276,100.03225,91.66577,416.3258,50905.4405,1953.8459
235.000000,209.000000,0.000000,19.748860,1.864536,2.587519,7.407407,15.869790,52.19346,5.248693,18.511820,80.379750,0.000000,0.000000,117.553994,386.61820,828.2992,97.16286,421.88863,1487.9755,6135.5497,7809.9264
556.000000,195.000000,28.121110,12.692010,19.265820,26.841970,13.372090,14.428640,57.24045,3.980589,21.898440,31.658290,0.000000,9.090909,192.941073,765.42445,825.9018,87.16869,126.01864,693.2672,11044.0338,2759.6116
688.000000,206.000000,36.990470,10.032360,15.423020,30.744340,13.507630,13.297530,58.41374,4.197615,23.129430,31.150790,0.000000,0.000000,179.618115,789.03119,776.7585,97.08844,130.75902,720.5000,10492.1659,3024.3817
252.000000,136.000000,12.927960,7.172996,4.825949,13.238400,6.185567,17.471080,65.57086,5.382009,20.683330,34.831460,0.000000,0.000000,108.068536,405.59295,1145.5937,111.31787,187.46323,720.4306,7086.1468,3877.3639
925.000000,694.000000,4.700895,8.736718,1.745657,6.932029,7.127883,16.181760,67.36755,4.607673,24.651060,39.634150,0.000000,0.000000,115.341692,480.18801,1090.1255,113.58402,182.62120,977.0238,7770.2872,4501.8062
